,Laptop Models,Operating System,Screen Size,Screen Resolution,Touchscreen,Processor,Graphics Processor,RAM,Hard Drive Capacity,Weight,Webcam,Fingerprint Scanner,Price
1015,MSI 14 Evo B13M-279IN ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,No,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,1TB,1.49 Kg,Yes,,"Rs. 1,09,990"
1016,Acer A515-57 (NX.K2VSI.002) (Intel Core i3 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (12th Gen),Intel UHD,8GB,512GB,1.76 Kg,Yes,,"Rs. 40,990"
1017,Acer PH16-71 (NH.QJRSI.003) ( 16GB 1TB SSD 8GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4070,16GB,1TB,2.6 Kg,Yes,,"Rs. 1,99,999"
1018,Lenovo E14 Gen 4 (21E3S05B00) (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.59 Kg,Yes,Yes,"Rs. 93,990"
1019,HP 15-EG2036TU (6D4K8PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.74 Kg,Yes,,"Rs. 74,490"
1020,Dell 3511 (D560674WIN9S) (Intel Core i5 (11th Gen) 8GB 1TB256GB SSD HDD 2GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),NVIDIA GeForce MX350,8GB,1TB,1.80 Kg,Yes,No,"Rs. 66,890"
1021,Asus X1500EA-EJ3379WS (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.80 Kg,Yes,Yes,"Rs. 35,000"
1022,HP x360 14-ef0072TU (7G6F0PA) (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.5 inch(34.29 cm),3000 x 2000 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.36 Kg,Yes,Yes,"Rs. 1,31,990"
1023,MSI C13M-438IN ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i3 (13th Gen),Intel UHD,8GB,512GB,1.40 Kg,Yes,Yes,"Rs. 43,990"
1024,Asus OLED UM3402YA-KM551WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,1TB,1.39 Kg,Yes,Yes,"Rs. 80,990"
1025,HP 15-ew0040TU (7G6F2PA) (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,Yes,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.6 Kg,"Yes, 5 MP",,"Rs. 89,999"
1026,MSI 12VE-079IN (Intel Core i7 (12th Gen) 8GB 512GB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 4050,8GB,512GB,1.86 Kg,Yes,,"Rs. 89,990"
1027,HP 13-be2046AU (7S449PA) ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1200 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.58 Kg,Yes,Yes,"Rs. 79,990"
1028,HP 13-bf0058TU (6L0K9PA) (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,Yes,Intel Core i5 (12th Gen),Intel Iris Xe Graphics,16GB,512GB,1.34 Kg,"Yes, 5 MP",No,"Rs. 96,490"
1029,Acer A515-56 (NX.A18SI.001) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,8GB,512GB,1.65 Kg,Yes,No,"Rs. 48,990"
1030,Microsoft Surface 3 1867 (VGY-00021) (Intel Core i5 (10th Gen) 8GB 128GB SSD Windows 10) Laptop,Windows 10 Home Basic,13.5 inch(34.29 cm),2256 x 1504 pixels,Yes,Intel Core i5 (10th Gen),Intel Iris Plus,8GB,128GB,1.27 Kg,Yes,No,"Rs. 94,490"
1031,Asus G634JZ-NM057WS ( 32GB 1TB SSD 12GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4080,32GB,1TB,2.50 Kg,Yes,,"Rs. 2,84,990"
1032,Lenovo P16s (21BTS02000) (Intel Core i7 (12th Gen) 16GB 1TB SSD 4GB Graphics Windows 11 Pro) Laptop,Windows 11 Professional,16 inch(40.64 cm),,No,Intel Core i7 (12th Gen),NVIDIA GeForce T550,16GB,1TB,1.80 Kg,Yes,Yes,"Rs. 1,49,999"
1033,HP 13-be2048AU (7S451PA) ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1200 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.58 Kg,Yes,Yes,"Rs. 79,990"
1034,Asus G834JY-N6056WS ( 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11 Home Basic,18 inch(45.72 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4090,32GB,2TB,2.50 Kg,Yes,,"Rs. 3,59,990"
1035,HP 14a-na0180nr (4A4Z9UA) ( 4GB ) Laptop,Google Chrome,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel UHD 600,4GB,,1.46 Kg,Yes,,"Rs. 40,998"
1036,Asus 12 E210MA-GJ011W ( 4GB Windows 11) Laptop,Windows 11 Home Basic,11.6 inch(29.46 cm),1366 x 768 pixels,No,Intel Celeron Dual-Core,Intel UHD 600,4GB,,1.05 Kg,Yes,,"Rs. 21,990"
1037,Asus GU604VZ-NM050WS ( 32GB 1TB SSD 12GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4080,32GB,1TB,2.50 Kg,Yes,,"Rs. 2,69,900"
1038,Asus G634JZ-N4062WS ( 32GB 1TB SSD 12GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4080,32GB,1TB,2.50 Kg,Yes,,"Rs. 2,79,990"
1039,Samsung 3 Pro 360 NP960QFG-KA1IN ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2880 x 1800 pixels,Yes,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,512GB,1.66 Kg,Yes,Yes,"Rs. 1,63,990"
1040,HP x360 14-dy1048TU (661X0PA) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1.52 Kg,Yes,Yes,"Rs. 72,190"
1041,MSI 13 Evo A13M-063IN ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1200 pixels,No,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,1TB,0.99 Kg,Yes,,"Rs. 1,14,990"
1042,MSI B13M-291IN ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (13th Gen),Intel Iris Xe,8GB,512GB,1.70 Kg,Yes,,"Rs. 48,990"
1043,Samsung 3 360 NP730QFG-KA1IN ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,Yes,Intel Core i5 (13th Gen),Intel Iris Xe,16GB,512GB,1.16 Kg,Yes,,"Rs. 1,09,990"
1044,Samsung 3 360 NP730QFG-KA2IN ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),2880 x 1800 pixels,Yes,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,512GB,1.16 Kg,Yes,,"Rs. 1,09,990"
1045,Samsung 3 360 NP750QFG-KA1IN ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2880 x 1800 pixels,Yes,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,512GB,1.49 Kg,Yes,,"Rs. 1,22,990"
1046,Xiaomi Notebook Pro 120G ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce MX550,16GB,512GB,1.4 Kg,Yes,Yes,"Rs. 74,999"
1047,Xiaomi Notebook Pro 120 (Intel Core i5 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11,14 inch(35.56 cm),2560 x 1600 pixels,No,Intel Core i5 (12th Gen),Intel UHD,16GB,512GB,1.4 Kg,Yes,Yes,"Rs. 62,890"
1048,HP G8 (6E3Z1PA) ( 8GB 512GB SSD ) Laptop,DOS,14 inch(35.56 cm),1366 x 768 pixels,No,AMD Dual-Core Ryzen 3,AMD Radeon,8GB,512GB,1.47 Kg,Yes,No,"Rs. 32,990"
1049,Asus GX650PY-NM052WS ( 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,Yes,AMD Hexadeca-Core Ryzen 9,NVIDIA GeForce RTX 4090,32GB,2TB,2.50 Kg,Yes,,"Rs. 4,29,990"
1050,Dell 3525 (D560788WIN9BD) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.68 Kg,Yes,,"Rs. 54,220"
1051,Lenovo Gaming 3 (82EY00L4IN) (Ryzen 7 8GB 512GB SSD 4GB Graphics Windows 10) Laptop,Windows 10 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce GTX 1650 Ti,8GB,512GB,2.2 Kg,Yes,No,"Rs. 73,900"
1052,Acer EX215-54 (NX.EGJSI.00E) (Intel Core i3 (11th Gen) 4GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,4GB,256GB,1.7 Kg,Yes,Yes,"Rs. 31,000"
1053,Dell 5620 (M552319WIN9S) (Intel Core i7 (12th Gen) 16GB 512GB SSD 2GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),NVIDIA GeForce MX570,16GB,512GB,1.91 Kg,Yes,,"Rs. 77,590"
1054,Asus 15 OLED E1504FA-LK542WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Radeon,16GB,512GB,1.63 Kg,Yes,,"Rs. 55,978"
1055,Lenovo E41-55 (82FJ00A0IH) ( 8GB 1TB HDD ) Laptop,DOS,14 inch(35.56 cm),,No,AMD Dual-Core Ryzen 3,AMD Integrated,8GB,1TB,1.85 Kg,Yes,,"Rs. 29,990"
1056,Dell 3425 (M552321WIN9S) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11,14 inch(35.56 cm),,No,AMD Hexa-Core Ryzen 5,AMD Integrated,16GB,512GB,1.48 Kg,Yes,Yes,"Rs. 59,990"
1057,Asus E1404FA-NK522WS ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Radeon,8GB,512GB,1.38 Kg,Yes,,"Rs. 44,640"
1058,Apple M2 MNEH3HN/A ( 8GB 256GB SSD macOS Monterey) Laptop,macOS Monterey Home Basic,13.3 inch(33.78 cm),2560 x 1600 pixels,No,Apple M2,Apple M2,8GB,256GB,1.38 Kg,Yes,,"Rs. 1,19,990"
1059,Lenovo Gen 7 (82RG009AIN) ( 16GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3060,16GB,1TB,2.4 Kg,Yes,,"Rs. 1,61,990"
1060,Asus M6500QC-HN742WS ( 16GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,NVIDIA GeForce RTX 3050,16GB,512GB,1.80 Kg,Yes,Yes,"Rs. 74,897"
1061,Dell 3520 (D560920WIN9G) (Intel Core i3 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (12th Gen),Intel UHD,8GB,512GB,1.65 Kg,Yes,No,"Rs. 44,490"
1062,Lenovo Slim 5 (82SF008WIN) (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.85 Kg,Yes,Yes,"Rs. 80,990"
1063,LG 16T90Q-G.AH75A2 (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.48 Kg,Yes,,"Rs. 1,19,000"
1064,Asus 15 OLED E1504FA-LK541WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Radeon,16GB,512GB,1.63 Kg,Yes,,"Rs. 55,990"
1065,HP 15s-fq5013nia (6G3P0EA) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1366 x 768 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,8GB,512GB,1.69 Kg,Yes,,"Rs. 60,990"
1066,HP x360 14-ef0075TU (7G6F1PA) (Intel Core i7 (12th Gen) 16GB 1TB SSD Windows 11 Pro) Laptop,Windows 11 Professional,13.5 inch(34.29 cm),3000 x 2000 pixels,Yes,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,1TB,1.36 Kg,"Yes, 5 MP",Yes,"Rs. 1,54,999"
1067,Lenovo 14ITL05 (82HS015PIN) (Intel Core i3 (11th Gen) 8GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,Yes,Intel Core i3 (11th Gen),Intel UHD,8GB,512GB,1.5 Kg,Yes,Yes,"Rs. 53,490"
1068,Asus GX650PZ-NM047WS ( 32GB 2TB SSD 12GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,Yes,AMD Hexadeca-Core Ryzen 9,NVIDIA GeForce RTX 4080,32GB,2TB,2.50 Kg,Yes,,"Rs. 3,79,990"
1069,Asus G733PZ-LL046WS ( 16GB 1TB SSD 12GB Graphics Windows 11) Laptop,Windows 11 Home Basic,17.3 inch(43.94 cm),2560 x 1440 pixels,No,AMD Hexadeca-Core Ryzen 9,NVIDIA GeForce RTX 4080,16GB,1TB,2.50 Kg,Yes,,"Rs. 2,69,990"
1070,MSI A13VET-068IN ( 32GB 1TB SSD 6GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,Yes,Intel Core i7 (13th Gen),NVIDIA GeForce RTX 4050,32GB,1TB,2.1 Kg,Yes,,"Rs. 1,79,990"
1071,MSI B13M-290IN ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (13th Gen),Intel Iris Xe,8GB,512GB,1.7 Kg,Yes,,"Rs. 66,989"
1072,Samsung 3 360 NP750QFG-KA2IN ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),2880 x 1800 pixels,Yes,Intel Core i5 (13th Gen),Intel Iris Xe,16GB,512GB,1.49 Kg,Yes,,"Rs. 1,14,990"
1073,Acer A315-24P-R46B (NX.KDESI.003) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 3,AMD Radeon,8GB,512GB,1.78 Kg,Yes,No,"Rs. 35,990"
1074,Asus GU604VY-NM058WS ( 32GB 2TB SSD 16GB Graphics Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),2560 x 1600 pixels,No,Intel Core i9 (13th Gen),NVIDIA GeForce RTX 4090,32GB,2TB,2.50 Kg,Yes,,"Rs. 3,64,990"
1075,Asus UM3402YA-KP551WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,1TB,1.35 Kg,Yes,Yes,"Rs. 81,990"
1076,Lenovo E41-55 (82FJ00B5IH) ( 4GB 1TB HDD ) Laptop,DOS,14 inch(35.56 cm),1366 x 768 pixels,No,AMD Dual-Core Athlon,AMD Radeon,4GB,1TB,1.59 Kg,Yes,,"Rs. 18,990"
1077,Microsoft Surface Go 3 (8VA-00028) ( 8GB 128GB SSD Windows 11) Laptop,Windows 11 Home Basic,10.5 inch(26.67 cm),1920 x 1200 pixels,Yes,Intel Pentium Dual-Core,Intel Integrated,8GB,128GB,1 Kg,Yes,,"Rs. 56,990"
1078,Asus Flip TN3402YAB-LZ522WS ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,Yes,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.50 Kg,Yes,Yes,"Rs. 64,990"
1079,Asus UM3402YA-KP741WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.35 Kg,Yes,Yes,"Rs. 96,226"
1080,Acer AN515-47 (NH.QL3SI.001) ( 8GB 512GB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce RTX 3050,8GB,512GB,2.5 Kg,Yes,,"Rs. 72,990"
1081,Asus UM3402YA-KM751WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.39 Kg,Yes,Yes,"Rs. 1,04,990"
1082,MSI C13M-435IN ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (13th Gen),Intel Iris Xe,16GB,512GB,1.4 Kg,Yes,,"Rs. 67,990"
1083,Dell 3425 (D552306WIN9BE) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,8GB,512GB,1.48 Kg,Yes,No,"Rs. 47,990"
1084,Asus OLED M1505YA-LK741WS ( 16GB 512GB SSD Windows 11 Pro) Laptop,Windows 11 Professional,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.70 Kg,Yes,Yes,"Rs. 69,990"
1085,Dell 3520 (D560924WIN9G) (Intel Core i5 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel UHD,8GB,512GB,1.65 Kg,Yes,No,"Rs. 60,990"
1086,Lenovo E15 Gen 2 (20TD00HGIG) (Intel Core i3 (11th Gen) 4GB 256GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (11th Gen),Intel UHD,4GB,256GB,1.70 Kg,Yes,Yes,"Rs. 49,999"
1087,HP 14-dq1055cl (1V925UA) (Intel Core i7 (10th Gen) 12GB 512GB SSD Windows 10) Laptop,Windows 10 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (10th Gen),Intel Iris Xe,12GB,512GB,1.46 Kg,Yes,,"Rs. 1,09,249"
1088,Lenovo V15 G2 ALC (82KD008NUK) ( 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Quad-Core Ryzen 5,AMD Integrated,8GB,512GB,2.36 Kg,Yes,,"Rs. 36,999"
1089,Lenovo Slim 5 (82SF008YIN) ( 16GB 512GB SSD Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),Intel Iris Xe,16GB,512GB,1.85 Kg,Yes,Yes,"Rs. 65,990"
1090,Asus OLED UM3402YA-KM741WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2880 x 1800 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.39 Kg,Yes,Yes,"Rs. 92,990"
1091,Asus UM3402YA-KP541WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.35 Kg,Yes,Yes,"Rs. 76,990"
1092,Asus UM3402YA-KP751WS ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),2560 x 1600 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,1TB,1.35 Kg,Yes,Yes,"Rs. 91,990"
1093,Dell 3520 (D560880WIN9S) (Intel Core i5 (12th Gen) 8GB 512GB SSD 2GB Graphics Windows 11) Laptop,Windows 11,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i5 (12th Gen),NVIDIA GeForce MX550,8GB,512GB,1.65 Kg,Yes,Yes,"Rs. 67,990"
1094,Asus X1502ZA-EJ322WS (Intel Core i3 (12th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i3 (12th Gen),Intel UHD,8GB,512GB,1.70 Kg,Yes,Yes,"Rs. 38,990"
1095,Asus OLED M1505YA-LK742WS ( 16GB 512GB SSD Windows 11 Pro) Laptop,Windows 11 Professional,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.70 Kg,Yes,Yes,"Rs. 69,990"
1096,Asus OLED M1505YA-LK542WS ( 16GB 512GB SSD Windows 11 Pro) Laptop,Windows 11 Professional,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.70 Kg,Yes,Yes,"Rs. 61,990"
1097,Asus OLED M1405YA-KM741WS ( 16GB 512GB SSD Windows 11 Pro) Laptop,Windows 11 Professional,14 inch(35.56 cm),2880 x 1800 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.60 Kg,Yes,Yes,"Rs. 68,400"
1098,Infinix Zero Book ZL12 (Intel Core i7 (12th Gen) 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,512GB,1.80 Kg,Yes,Yes,"Rs. 63,990"
1099,Asus 16 M1605YA-MB741WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,16 inch(40.64 cm),1920 x 1080 pixels,No,AMD Octa-Core Ryzen 7,AMD Radeon,16GB,512GB,1.88 Kg,Yes,Yes,"Rs. 70,990"
1100,Asus Flip TN3402YAB-LZ541WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1200 pixels,Yes,AMD Hexa-Core Ryzen 5,AMD Radeon,16GB,512GB,1.50 Kg,Yes,Yes,"Rs. 73,800"
1101,Lenovo X (82TK00AFIN) (Intel Core i7 (12th Gen) 16GB 1TB SSD 4GB Graphics Windows 11) Laptop,Windows 11 Home Basic,14.5 inch(36.83 cm),3072 x 1920 pixels,Yes,Intel Core i7 (12th Gen),NVIDIA GeForce RTX 3050,16GB,1TB,1.45 Kg,Yes,No,"Rs. 1,39,990"
1102,Asus OLED UX325EA-DS51 (Intel Core i5 (11th Gen) 8GB 256GB SSD Windows 10) Laptop,Windows 10 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe Graphics,8GB,256GB,1.11 Kg,"Yes, 1.2 MP",,"Rs. 1,10,040"
1103,Asus CX1 CX1400CNA-AS44F ( 4GB ) Laptop,Google Chrome,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Celeron Dual-Core,Intel Integrated,4GB,,1.45 Kg,Yes,No,"Rs. 37,392"
1104,Dell 3400 (D552256WIN9B) (Intel Core i5 (11th Gen) 8GB 512GB SSD Windows 11) Laptop,Windows 11,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Integrated,8GB,512GB,1.59 Kg,Yes,,"Rs. 55,000"
1105,Lenovo E14 (21E3S05800) ( 16GB 1TB SSD Windows 11) Laptop,Windows 11 Home Basic,14 inch(35.56 cm),1920 x 1080 pixels,No,Intel Core i7 (12th Gen),Intel Iris Xe,16GB,1TB,1.59 Kg,Yes,Yes,"Rs. 1,49,400"
1106,Asus OLED M3500QC-L1502WS ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,15.6 inch(39.62 cm),1920 x 1080 pixels,No,AMD Hexa-Core Ryzen 5,NVIDIA GeForce RTX 3050,16GB,512,1.65 Kg,Yes,Yes,"Rs. 72,990"
1107,Fujitsu 4ZR1H03553 ( 16GB 512GB SSD Windows 11) Laptop,Windows 11 Home Basic,13.3 inch(33.78 cm),1920 x 1080 pixels,No,Intel Core i5 (11th Gen),Intel Iris Xe,16GB,512GB,1 Kg,Yes,,"Rs. 59,990"
